product_name,product_price,original_price,discount_percentage,product_rating,reviews_count,estimated_amount_bought
Hp Stream 14 Intel Celeron - 64GB HDD- 4GB RAM Windows 10+ 32GB Flash,"₦ 600,000",N/A,N/A,N/A,1,10.0
"Hp PROBOOK 11 X360, TOUCHSCREEN 4GB RAM 128GB SSD, INTEL PENTIUM, WINDOWS 10","₦ 219,000",N/A,N/A,N/A,0,0.0
Hp Stream 11 Pro - 64GB SSD- Intel Celeron 4GB DDR4 RAM WIN10 Pro + USB Light For Keyboard,"₦ 140,000",N/A,N/A,N/A,0,0.0
DELL Latitude 7490 Intel Core I5- 16GB RAM/512GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 440,000","₦ 560,000",21%,N/A,0,0.0
Hp Victus Gaming 16 13th Gen Intel Core I7 16GB RAM/1TB SSD RTX 3050 (6GB) Win 11,"₦ 2,100,000","₦ 2,195,000",4%,N/A,0,0.0
DELL Latitude 3189 X360 TOUCHSCREEN INTEL PENTIUM 256GB SSD 8GB WIN 10 Pro,"₦ 299,000","₦ 300,000",1%,N/A,0,0.0
Hp Notebook 11 Pro G5 TOUCHSCREEN-256GB SSD 4GB RAM- Intel Celeron - Windows 10 Pro + Bag,"₦ 220,000","₦ 395,000",44%,4.3,3,30.0
DELL Latitude 7490 Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,"₦ 750,000","₦ 800,000",6%,N/A,0,0.0
"Hp CHROMEBOOK 11 ,INTEL CELERON,4GB RAM,64GB SSD","₦ 105,000",N/A,N/A,N/A,0,0.0
Hp EliteBook 830 G6 TOUCHSCREEN Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 475,000","₦ 778,000",39%,N/A,0,0.0
"DELL Latitude 7490 Intel Core I5, Keyboard Backlit, 16GB RAM, 256GB SSD Windows 11 + Free Mouse","₦ 400,000","₦ 450,000",11%,N/A,0,0.0
Hp EliteBook 845 AMD RYZEN 5 PRO-16GB RAM/512GB SSD/Backlit+BAG,"₦ 630,000","₦ 800,000",21%,N/A,0,0.0
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,"₦ 485,000","₦ 800,000",39%,N/A,0,0.0
"Apple MacBook Pro 16.2"" 18GB/ 512GB M3 Pro - Black 2023","₦ 4,500,999","₦ 6,999,999",36%,N/A,1,10.0
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CORE I5- Windows 11 PRO LAPTOP + 64GB Flash & BAG,"₦ 395,000",N/A,N/A,N/A,0,0.0
Lenovo Ideapad 15 Inch Laptop - Intel Core I3- 512 SSD- 12GB RAM-12TH GEN Win 11 + USB Light,"₦ 580,000","₦ 970,000",40%,N/A,0,0.0
Lenovo X360 Convertible Intel Celeron 128GB SSD 4GB Ram Touch+pouch Mouse,"₦ 205,000","₦ 295,000",31%,3.8,18,180.0
Hp EliteBook 840 G7 TOUCHSCREEN 10TH GEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard-WIN 11 Pro+ BAG,"₦ 750,000","₦ 950,000",21%,N/A,0,0.0
Hp EliteBook 840 G6 Intel Core I5- Backlit Keyboard/FP Reader 8GB RAM/256GB SSD Win 11 Pro + BAG,"₦ 453,550","₦ 990,000",54%,4.5,2,20.0
DELL Latitude 3340 Intel Core I3 500GB HDD 8GB RAM Windows 10,"₦ 450,000",N/A,N/A,3.9,8,80.0
Asus Notebook Intel Core I3-10110U 12GB RAM 512GB SSD 15.6inches Display FHD Win 11,"₦ 560,000",N/A,N/A,N/A,1,10.0
Hp Stream 11 Laptop- Intel Celeron -TOUCH SCREEN 128GB SSD 4GB RAM Windows 10 PRO +USB Light For Keyboard,"₦ 200,000","₦ 320,000",38%,N/A,0,0.0
Lenovo Legion Pro 5 16IRX9 Gaming,"₦ 4,000,000",N/A,N/A,N/A,0,0.0
Hp Spectre 14 X360 2-in-1 - 13th Gen Intel Evo Core I7-1355U Processor - 13.5'' OLED 3K2K IPS Touchscreen - 16GB RAM / 1TB SSD - Intel Iris Xe - Fingerprint Reader / 5MP IR Camera - Rechargeable MPP 2.0 Tilt Pen + Sleeve - Windows 11,"₦ 2,465,000","₦ 2,469,000",1%,N/A,1,10.0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 569,000","₦ 650,999",13%,4.2,61,610.0
Hp EliteBook 830 G5 TOUCHSCREEN/Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/Win 11 Pro+BAG,"₦ 615,000","₦ 890,000",31%,N/A,2,20.0
"Hp ProBook 11 X360- TOUCH Intel Celeron 512GB SSD, 4GB RAM+MOUSE & FLASHLIGHT","₦ 250,000","₦ 500,000",50%,N/A,0,0.0
Hp EliteBook 830 G6 TOUCHSCREEN Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 475,000","₦ 778,000",39%,N/A,0,0.0
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,"₦ 470,000","₦ 650,000",28%,N/A,3,30.0
Hp EliteBook X360 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+ BAG,"₦ 700,000","₦ 765,000",8%,N/A,2,20.0
Hp Stream 11 Intel Celeron 4GB RAM-64GB HDD WIN 10+USB LIGHT,"₦ 190,000","₦ 200,000",5%,N/A,3,30.0
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,"₦ 480,000","₦ 580,000",17%,N/A,1,10.0
Hp EliteBook 840 G5 TOUCHSCREEN Core I7-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader WIN 11 Pro+BAG,"₦ 770,000","₦ 900,000",14%,N/A,1,10.0
DELL Latitude 7490 TOUCHSCREEN Core I7/16GB RAM 1TB SSD/BACKLIGHT KEYBOARD/WIN 11PRO+BAG,"₦ 790,000","₦ 980,000",19%,3.7,3,30.0
Hp EliteBook 845 G7 AMD RYZEN 7 PRO - 4750U-16GB RAM/512GB SSD/Backlit Key/FP Reader Win11 Pro +BAG,"₦ 630,000","₦ 799,000",21%,N/A,0,0.0
Hp CHROMEBOOK 11 INTEL CELERON 4Gb RAM 16GB WINS 10,"₦ 95,000",N/A,N/A,N/A,0,0.0
DELL XPS 13 9340 14TH GEN CORE ULTRA 7 32GB RAM 1TBSSD TOUCH FP,"₦ 3,124,900",N/A,N/A,N/A,0,0.0
Lenovo Ideapad 15 Inch Intel® Celeron® 8GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT,"₦ 371,524","₦ 600,000",38%,4.8,4,40.0
"DELL Latitude 3190 Intel Pentium 4GB RAM, 128GB SSD Windows 10 + Keyboard Flash Light","₦ 200,000","₦ 260,000",23%,3.8,4,40.0
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- FP READER Windows 11 Pro + BAG,"₦ 710,000","₦ 730,000",3%,N/A,0,0.0
Hp Stream 11 Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,"₦ 200,000","₦ 273,000",27%,N/A,1,10.0
Hp PAVILION X360 13TH GEN CORE I7 1TB SSD 16GB RAM TOUCH BACKLIT W11 SILVER,"₦ 1,592,800",N/A,N/A,N/A,0,0.0
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,16GB SSD + FLASH","₦ 120,000","₦ 150,000",20%,N/A,1,10.0
Hp EliteBook 830 G6 Intel Core I5 Touchscreen -16GB RAM/512GB SSD/Backlit/FP Reader Wins 11 Pro + BAG,"₦ 520,000","₦ 780,000",33%,N/A,1,10.0
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 4GB RAM WIN10 Pro + USB LIGHT,"₦ 195,000","₦ 255,000",24%,N/A,0,0.0
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 850,000","₦ 900,000",6%,N/A,0,0.0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro  +BAG,"₦ 509,000","₦ 897,700",43%,N/A,2,20.0
Hp EliteBook 840 G5 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro+BAG,"₦ 570,000","₦ 690,000",17%,N/A,1,10.0
DELL Latitude 7490 TOUCHSCREEN  Intel Core I7- 16GB RAM/512GB SSD-BACKLIGHT KEYBOARD-WIN 11 PRO+BAG,"₦ 755,000","₦ 880,000",14%,N/A,1,10.0
"Hp ELITE DRAGONFLY G4 MULTI-TOUCH Intel Core I7 32GB RAM, 1TB SSD...GREY COLOR","₦ 2,300,000",N/A,N/A,N/A,0,0.0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,"₦ 145,000","₦ 200,000",28%,N/A,0,0.0
Hp Pavilion 15 X360 12th Gen Intel Core I3 8GB RAM/512 SSD Win 11,"₦ 860,000","₦ 880,000",2%,N/A,1,10.0
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,"₦ 190,000","₦ 294,000",35%,N/A,0,0.0
"DELL Latitude 3350 Intel Core I3 8GB RAM, 500GB HDD Windows 10 Pro + Keyboard Flash Light","₦ 450,000","₦ 500,000",10%,N/A,1,10.0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro+BAG,"₦ 510,000","₦ 905,000",44%,N/A,1,10.0
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 8GB RAM WIN10 Pro,"₦ 235,000",N/A,N/A,N/A,0,0.0
"Hp Omen 16 Gaming - 13th Gen Intel Core I9-13900HX - 16GB RAM / 1TB SSD - 16.1"" Display - 8GB Nvidia GeForce RTX 4060 - Windows 11","₦ 2,674,500","₦ 2,693,000",1%,N/A,0,0.0
"DELL LATITUDE 3190 2IN1 ,X360 TOUCHSCREEN INTEL PENTIUM,8GB RAM,512GB SSD WIN 11 +LIGHT","₦ 290,000","₦ 300,000",3%,N/A,1,10.0
"DELL Latitude 3340 Intel Celeron 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light","₦ 350,000","₦ 400,000",13%,N/A,0,0.0
Hp ELITEBOOK 830 G9 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,"₦ 1,350,000","₦ 1,500,000",10%,N/A,0,0.0
"Asus Zenbook UX325EA Core I7 13.3"" 8GB/512GB SSD Win 11 - Pine Grey","₦ 975,000","₦ 1,570,000",38%,N/A,3,30.0
Hp EliteBook 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,"₦ 575,000","₦ 850,000",32%,3.7,6,60.0
Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,"₦ 600,000",N/A,N/A,N/A,0,0.0
Hp ProBook 11 X360- 256GB SSD 4GB RAM TC Intel P RAM WIN11 P +,"₦ 199,999",N/A,N/A,N/A,0,0.0
DELL Latitude 3450 Core I5 1TB HDD 8GB RAM Wins 10 + Bag,"₦ 550,000",N/A,N/A,N/A,2,20.0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 300,000",17%,N/A,1,10.0
DELL Latitude 7490 TOUCHSCREEN 256GB SSD/16GB RAM/ Intel Core I5/ BACKLIGHT KEYBOARD-WIN 11PRO+BAG,"₦ 590,000","₦ 600,000",2%,N/A,3,30.0
Hp EliteBook 840 G6 TOUCHSCREEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader WIN11 Pro+BAG,"₦ 535,000","₦ 730,000",27%,N/A,0,0.0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 800,000",69%,N/A,0,0.0
Hp EliteBook 840 G6 Intel Core I5 Touchscreen 8GB RAM/256 SSD/Backlit Keyboard/FP Win 11 Pro,"₦ 560,000","₦ 770,900",27%,N/A,2,20.0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,"₦ 480,000","₦ 741,771",35%,N/A,0,0.0
"Hp Stream11Intel Celeron(32gb Mmc,2gb RAM)""11-Inch""Windows10+32 Flash Mouse Drive,black","₦ 145,000",N/A,N/A,N/A,0,0.0
Hp Notebook 15 Laptop Intel N100 Quad-Core 8GB RAM 128GB SSD 15.6-inch Windows 11 Silver,"₦ 399,500","₦ 988,000",60%,N/A,0,0.0
"Apple MacBook Pro 16"" Laptop - M3 Pro Chip - 18GB  18-core GPU - 512GB SSD - Space Black","₦ 3,450,000",N/A,N/A,N/A,1,10.0
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/256GB SSD/Backlit/ TOUCHSCREEN- FP Reader Wins 11 Pro + BAG,"₦ 460,000 - ₦ 650,000","₦ 700,000",34%,N/A,0,0.0
"Hp ENVY 15 X360 13TH GEN INTEL CORE I5 16GB RAM 512GB SSD 15.6""  4GB RTX NVIDIA, TOUCHSCREEN BACKLIT KEYBOARD WINS 11","₦ 1,350,000",N/A,N/A,N/A,0,0.0
Hp  EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,"₦ 640,000","₦ 700,000",9%,N/A,1,10.0
Hp EliteBook 840 G6 Intel Core I5- Backlit Keyboard /FP Reader 16GB RAM/512 SSD Windows 11 Pro +BAG,"₦ 510,000","₦ 860,000",41%,N/A,3,30.0
"Hp CHROMEBOOK 11 G4, INTEL CELERON, 4GB RAM,64GB EMMC + FLASH","₦ 157,000",N/A,N/A,N/A,0,0.0
Hp EliteBook 845 G8 - Ryzen 5 Pro 5650U/AMD 2.3 - 16GB RAM/512GB SSD WIN 11 PRO+BAG,"₦ 630,000","₦ 798,000",21%,N/A,4,40.0
Hp ELITEBOOK X360 1030 G3 8TH GEN CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,"₦ 670,000","₦ 950,000",29%,N/A,0,0.0
DELL Latitude 7490 TOUCHSCREEN 256GB SSD/8GB RAM/ Intel Core I5/ BACKLIGHT KEYBOARD-WIN 11PRO+BAG,"₦ 540,000","₦ 550,000",2%,N/A,0,0.0
"DELL LATITUDE 3189,X360 INTEL PENTIUM,TOUCH 8GB RAM,256GB SSD WIN 11 +USB LIGHT","₦ 299,000","₦ 300,000",1%,N/A,1,10.0
Hp Notebook 11 Pro G5 TOUCHSCREEN-512GB SSD 4GB RAM- Intel Celeron - Windows 10 Pro + Bag,"₦ 250,000","₦ 390,000",36%,4.1,8,80.0
Hp EliteBook 840 G5 Intel Corei7-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro+pouch Mouse,"₦ 819,990","₦ 950,000",14%,N/A,0,0.0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 220,000","₦ 349,000",37%,N/A,0,0.0
"Apple MacBook Pro 16.2"" 18 Core 36GB/512GB M3 Pro - Black","₦ 4,699,999","₦ 5,999,999",22%,N/A,0,0.0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,"₦ 250,000","₦ 300,000",17%,N/A,1,10.0
